Lackovce;Humenné;Prešovský kraj
Lada;Prešov;Prešovský kraj
Ladce;Ilava;Tren?iansky kraj
Ladice;Zlaté Moravce;Nitriansky kraj
Ladmovce;Trebišov;Košický kraj
Ladomerská Vieska;Žiar nad Hronom;Banskobystrický kraj
Ladomirov;Snina;Prešovský kraj
Ladomirová;Svidník;Prešovský kraj
Ladzany;Krupina;Banskobystrický kraj
Lakšárska Nová Ves;Senica;Trnavský kraj
Lascov;Bardejov;Prešovský kraj
Laskár;Martin;Žilinský kraj
Lastomír;Michalovce;Košický kraj
Lastovce;Trebišov;Košický kraj
Laškovce;Michalovce;Košický kraj
Látky;Detva;Banskobystrický kraj
Lazany;Prievidza;Tren?iansky kraj
Lazisko;Liptovský Mikuláš;Žilinský kraj
Lazy pod Makytou;Púchov;Tren?iansky kraj
Lažany;Prešov;Prešovský kraj
Lednica;Púchov;Tren?iansky kraj
Lednické Rovne;Púchov;Tren?iansky kraj
Legnava;Stará ?ubov?a;Prešovský kraj
Lehnice;Dunajská Streda;Trnavský kraj
Lehota;Nitra;Nitriansky kraj
Lehota nad Rimavicou;Rimavská Sobota;Banskobystrický kraj
Lehota pod Vtá?nikom;Prievidza;Tren?iansky kraj
Lehôtka;Lu?enec;Banskobystrický kraj
Lehôtka pod Brehmi;Žiar nad Hronom;Banskobystrický kraj
Lechnica;Kežmarok;Prešovský kraj
Lekárovce;Sobrance;Košický kraj
Leles;Trebišov;Košický kraj
Le?a;Nové Zámky;Nitriansky kraj
Lemešany;Prešov;Prešovský kraj
Lenartov;Bardejov;Prešovský kraj
Lenartovce;Rimavská Sobota;Banskobystrický kraj
Lendak;Kežmarok;Prešovský kraj
Lenka;Rimavská Sobota;Banskobystrický kraj
Lentvora;Lu?enec;Banskobystrický kraj
Leopoldov;Hlohovec;Trnavský kraj
Lesenice;Ve?ký Krtíš;Banskobystrický kraj
Lesí?ek;Prešov;Prešovský kraj
Lesné;Michalovce;Košický kraj
Lesnica;Stará ?ubov?a;Prešovský kraj
Leštiny;Dolný Kubín;Žilinský kraj
Leš? (vojenský obvod);Zvolen;Banskobystrický kraj
Letanovce;Spišská Nová Ves;Košický kraj
Letni?ie;Skalica;Trnavský kraj
Leváre;Revúca;Banskobystrický kraj
Levice;Levice;Nitriansky kraj
Levkuška;Revúca;Banskobystrický kraj
Levo?a;Levo?a;Prešovský kraj
Ležiachov;Martin;Žilinský kraj
Libichava;Bánovce nad Bebravou;Tren?iansky kraj
Licince;Revúca;Banskobystrický kraj
Li?artovce;Prešov;Prešovský kraj
Liesek;Tvrdošín;Žilinský kraj
Lieskovany;Spišská Nová Ves;Košický kraj
Lieskovec;Zvolen;Banskobystrický kraj
Lieskovec;Humenné;Prešovský kraj
Liešno;Tur?ianske Teplice;Žilinský kraj
Lieš?any;Prievidza;Tren?iansky kraj
Lietava;Žilina;Žilinský kraj
Lietavská Lú?ka;Žilina;Žilinský kraj
Lietavská Svinná-Babkov;Žilina;Žilinský kraj
Likavka;Ružomberok;Žilinský kraj
Limbach;Pezinok;Bratislavský kraj
Lipany;Sabinov;Prešovský kraj
Lipník;Prievidza;Tren?iansky kraj
Lipníky;Prešov;Prešovský kraj
Lipová;Nové Zámky;Nitriansky kraj
Lipová;Bardejov;Prešovský kraj
Lipovany;Lu?enec;Banskobystrický kraj
Lipovce;Prešov;Prešovský kraj
Lipové;Komárno;Nitriansky kraj
Lipovec;Martin;Žilinský kraj
Lipovec;Rimavská Sobota;Banskobystrický kraj
Lipovník;Topo??any;Nitriansky kraj
Lipovník;Rož?ava;Košický kraj
Liptovská Anna;Liptovský Mikuláš;Žilinský kraj
Liptovská Kokava;Liptovský Mikuláš;Žilinský kraj
Liptovská Lúžna;Ružomberok;Žilinský kraj
Liptovská Osada;Ružomberok;Žilinský kraj
Liptovská Porúbka;Liptovský Mikuláš;Žilinský kraj
Liptovská Sielnica;Liptovský Mikuláš;Žilinský kraj
Liptovská Štiavnica;Ružomberok;Žilinský kraj
Liptovská Teplá;Ružomberok;Žilinský kraj
Liptovská Tepli?ka;Poprad;Prešovský kraj
Liptovské Beharovce;Liptovský Mikuláš;Žilinský kraj
Liptovské K?a?any;Liptovský Mikuláš;Žilinský kraj
Liptovské Matiašovce;Liptovský Mikuláš;Žilinský kraj
Liptovské Revúce;Ružomberok;Žilinský kraj
Liptovské Slia?e;Ružomberok;Žilinský kraj
Liptovský Hrádok;Liptovský Mikuláš;Žilinský kraj
Liptovský Ján;Liptovský Mikuláš;Žilinský kraj
Liptovský Michal;Ružomberok;Žilinský kraj
Liptovský Mikuláš;Liptovský Mikuláš;Žilinský kraj
Liptovský Ondrej;Liptovský Mikuláš;Žilinský kraj
Liptovský Peter;Liptovský Mikuláš;Žilinský kraj
Liptovský Trnovec;Liptovský Mikuláš;Žilinský kraj
Lisková;Ružomberok;Žilinský kraj
Lišov;Krupina;Banskobystrický kraj
Litava;Krupina;Banskobystrický kraj
Litmanová;Stará ?ubov?a;Prešovský kraj
Livina;Partizánske;Tren?iansky kraj
Livinské Opatovce;Partizánske;Tren?iansky kraj
Livov;Bardejov;Prešovský kraj
Livovská Huta;Bardejov;Prešovský kraj
Lodno;Kysucké Nové Mesto;Žilinský kraj
Lok;Levice;Nitriansky kraj
Lokca;Námestovo;Žilinský kraj
Lom nad Rimavicou;Brezno;Banskobystrický kraj
Lomná;Námestovo;Žilinský kraj
Lomné;Stropkov;Prešovský kraj
Lomni?ka;Stará ?ubov?a;Prešovský kraj
Lontov;Levice;Nitriansky kraj
Lopašov;Skalica;Trnavský kraj
Lopúchov;Bardejov;Prešovský kraj
Lopušné Pažite;Kysucké Nové Mesto;Žilinský kraj
Lošonec;Trnava;Trnavský kraj
Lovce;Zlaté Moravce;Nitriansky kraj
Lov?a;Žiar nad Hronom;Banskobystrický kraj
Lov?ica-Trubín;Žiar nad Hronom;Banskobystrický kraj
Lovinoba?a;Lu?enec;Banskobystrický kraj
Lozorno;Malacky;Bratislavský kraj
Ložín;Michalovce;Košický kraj
Lubeník;Revúca;Banskobystrický kraj
Lubina;Nové Mesto nad Váhom;Tren?iansky kraj
Lú? na Ostrove;Dunajská Streda;Trnavský kraj
Lu?atín;Banská Bystrica;Banskobystrický kraj
Lu?enec;Lu?enec;Banskobystrický kraj
Lú?ina;Prešov;Prešovský kraj
Lu?ivná;Poprad;Prešovský kraj
Lú?ka;Levo?a;Prešovský kraj
Lú?ka;Sabinov;Prešovský kraj
Lú?ka;Svidník;Prešovský kraj
Lú?ka;Rož?ava;Košický kraj
Lú?ky;Ružomberok;Žilinský kraj
Lú?ky;Žiar nad Hronom;Banskobystrický kraj
Lú?ky;Michalovce;Košický kraj
Lú?nica nad Žitavou;Nitra;Nitriansky kraj
Ludanice;Topo??any;Nitriansky kraj
Ludrová;Ružomberok;Žilinský kraj
Luhy?a;Trebišov;Košický kraj
Lúka;Nové Mesto nad Váhom;Tren?iansky kraj
Luka?ovce;Humenné;Prešovský kraj
Luká?ovce;Nitra;Nitriansky kraj
Lukavica;Zvolen;Banskobystrický kraj
Lukavica;Bardejov;Prešovský kraj
Lukov;Bardejov;Prešovský kraj
Lukovištia;Rimavská Sobota;Banskobystrický kraj
Lúky;Púchov;Tren?iansky kraj
Lula;Levice;Nitriansky kraj
Lupo?;Lu?enec;Banskobystrický kraj
Lutila;Žiar nad Hronom;Banskobystrický kraj
Lutiše;Žilina;Žilinský kraj
Lužany;Topo??any;Nitriansky kraj
Lužany pri Topli;Svidník;Prešovský kraj
Lužianky;Nitra;Nitriansky kraj
Lysá pod Makytou;Púchov;Tren?iansky kraj
Lysica;Žilina;Žilinský kraj
?ubá;Nové Zámky;Nitriansky kraj
?ube?a;Liptovský Mikuláš;Žilinský kraj
?ubica;Kežmarok;Prešovský kraj
?ubietová;Banská Bystrica;Banskobystrický kraj
?ubiša;Humenné;Prešovský kraj
?uboch?a;Ružomberok;Žilinský kraj
?ubore?;Lu?enec;Banskobystrický kraj
?uborie?ka;Ve?ký Krtíš;Banskobystrický kraj
?ubotice;Prešov;Prešovský kraj
?ubotín;Stará ?ubov?a;Prešovský kraj
?ubovec;Prešov;Prešovský kraj
?udovítová;Nitra;Nitriansky kraj
?utina;Sabinov;Prešovský kraj
?utov;Bánovce nad Bebravou;Tren?iansky kraj
Macov;Dunajská Streda;Trnavský kraj
Mad;Dunajská Streda;Trnavský kraj
Madunice;Hlohovec;Trnavský kraj
Magnezitovce;Revúca;Banskobystrický kraj
Machulince;Zlaté Moravce;Nitriansky kraj
Majcichov;Trnava;Trnavský kraj
Majere;Kežmarok;Prešovský kraj
Majerovce;Vranov nad Top?ou;Prešovský kraj
Makov;?adca;Žilinský kraj
Makovce;Stropkov;Prešovský kraj
Malá ?alomija;Ve?ký Krtíš;Banskobystrický kraj
Malá ?ausa;Prievidza;Tren?iansky kraj
Malá ?ierna;Žilina;Žilinský kraj
Malá Domaša;Vranov nad Top?ou;Prešovský kraj
Malá Franková;Kežmarok;Prešovský kraj
Malá Hradná;Bánovce nad Bebravou;Tren?iansky kraj
Malá Ida;Košice-okolie;Košický kraj
Malá Lehota;Žarnovica;Banskobystrický kraj
Malá Lodina;Košice-okolie;Košický kraj
Malá Ma?a;Galanta;Trnavský kraj
Malá nad Hronom;Nové Zámky;Nitriansky kraj
Malá Po?ana;Stropkov;Prešovský kraj
Malá T??a;Trebišov;Košický kraj
Malacky;Malacky;Bratislavský kraj
Malachov;Banská Bystrica;Banskobystrický kraj
Málaš;Levice;Nitriansky kraj
Malatiná;Dolný Kubín;Žilinský kraj
Malatíny;Liptovský Mikuláš;Žilinský kraj
Malcov;Bardejov;Prešovský kraj
Mal?ice;Michalovce;Košický kraj
Malé Borové;Liptovský Mikuláš;Žilinský kraj
Malé Dvorníky;Dunajská Streda;Trnavský kraj
Malé Chyndice;Nitra;Nitriansky kraj
Malé Hoste;Bánovce nad Bebravou;Tren?iansky kraj
Malé Kosihy;Nové Zámky;Nitriansky kraj
Malé Kozmálovce;Levice;Nitriansky kraj
Malé Kršte?any;Partizánske;Tren?iansky kraj
Malé Lednice;Považská Bystrica;Tren?iansky kraj
Malé Leváre;Malacky;Bratislavský kraj
Malé Ludince;Levice;Nitriansky kraj
Malé Ozorovce;Trebišov;Košický kraj
Malé Raškovce;Michalovce;Košický kraj
Malé Rip?any;Topo??any;Nitriansky kraj
Malé Straciny;Ve?ký Krtíš;Banskobystrický kraj
Malé Trakany;Trebišov;Košický kraj
Malé Uherce;Partizánske;Tren?iansky kraj
Malé Vozokany;Zlaté Moravce;Nitriansky kraj
Malé Zálužie;Nitra;Nitriansky kraj
Malé Zlievce;Ve?ký Krtíš;Banskobystrický kraj
Málinec;Poltár;Banskobystrický kraj
Malinová;Prievidza;Tren?iansky kraj
Malinovo;Senec;Bratislavský kraj
Malužiná;Liptovský Mikuláš;Žilinský kraj
Malý Cetín;Nitra;Nitriansky kraj
Malý ?ep?ín;Tur?ianske Teplice;Žilinský kraj
Malý Horeš;Trebišov;Košický kraj
Malý Kamenec;Trebišov;Košický kraj
Malý Krtíš;Ve?ký Krtíš;Banskobystrický kraj
Malý Lapáš;Nitra;Nitriansky kraj
Malý Lipník;Stará ?ubov?a;Prešovský kraj
Malý Slavkov;Kežmarok;Prešovský kraj
Malý Slivník;Prešov;Prešovský kraj
Malý Šariš;Prešov;Prešovský kraj
Malženice;Trnava;Trnavský kraj
Mankovce;Zlaté Moravce;Nitriansky kraj
Ma?a;Nové Zámky;Nitriansky kraj
Marcelová;Komárno;Nitriansky kraj
Margecany;Gelnica;Košický kraj
Marha?;Bardejov;Prešovský kraj
Marianka;Malacky;Bratislavský kraj
Markovce;Michalovce;Košický kraj
Markuška;Rož?ava;Košický kraj
Markušovce;Spišská Nová Ves;Košický kraj
Maršová-Rašov;Byt?a;Žilinský kraj
Martin;Martin;Žilinský kraj
Martin nad Žitavou;Zlaté Moravce;Nitriansky kraj
Martin?ek;Ružomberok;Žilinský kraj
Martinová;Rimavská Sobota;Banskobystrický kraj
Martovce;Komárno;Nitriansky kraj
Mašková;Lu?enec;Banskobystrický kraj
Maškovce;Humenné;Prešovský kraj
Matejovce nad Hornádom;Spišská Nová Ves;Košický kraj
Matiaška;Vranov nad Top?ou;Prešovský kraj
Matiašovce;Kežmarok;Prešovský kraj
Matovce;Svidník;Prešovský kraj
Matúškovo;Galanta;Trnavský kraj
Matysová;Stará ?ubov?a;Prešovský kraj
Ma?ovské Vojkovce;Michalovce;Košický kraj
Medovarce;Krupina;Banskobystrický kraj
Medvedie;Svidník;Prešovský kraj
Medve?ov;Dunajská Streda;Trnavský kraj
Medzany;Prešov;Prešovský kraj
Medzev;Košice-okolie;Košický kraj
Medzianky;Vranov nad Top?ou;Prešovský kraj
Medzibrod;Banská Bystrica;Banskobystrický kraj
Medzibrodie nad Oravou;Dolný Kubín;Žilinský kraj
Medzilaborce;Medzilaborce;Prešovský kraj
Mel?ice-Lieskové;Tren?ín;Tren?iansky kraj
Melek;Nitra;Nitriansky kraj
Meliata;Rož?ava;Košický kraj
Mengusovce;Poprad;Prešovský kraj
Merašice;Hlohovec;Trnavský kraj
Merník;Vranov nad Top?ou;Prešovský kraj
Meste?ko;Púchov;Tren?iansky kraj
Mestisko;Svidník;Prešovský kraj
Mi?akovce;Svidník;Prešovský kraj
Mierovo;Dunajská Streda;Trnavský kraj
Miezgovce;Bánovce nad Bebravou;Tren?iansky kraj
Michajlov;Snina;Prešovský kraj
Michal na Ostrove;Dunajská Streda;Trnavský kraj
Michal nad Žitavou;Nové Zámky;Nitriansky kraj
Michalková;Zvolen;Banskobystrický kraj
Michalok;Vranov nad Top?ou;Prešovský kraj
Michalová;Brezno;Banskobystrický kraj
Michalovce;Michalovce;Košický kraj
Micha?any;Trebišov;Košický kraj
Miklušovce;Prešov;Prešovský kraj
Miková;Stropkov;Prešovský kraj
Mikulášová;Bardejov;Prešovský kraj
Mikušovce;Ilava;Tren?iansky kraj
Mikušovce;Lu?enec;Banskobystrický kraj
Milhos?;Košice-okolie;Košický kraj
Miloslavov;Senec;Bratislavský kraj
Milpoš;Sabinov;Prešovský kraj
Mi?ovce;Stropkov;Prešovský kraj
Mirkovce;Prešov;Prešovský kraj
Miro?a;Svidník;Prešovský kraj
Mládzovo;Poltár;Banskobystrický kraj
Mlynárovce;Svidník;Prešovský kraj
Mlyn?eky;Kežmarok;Prešovský kraj
Mlynica;Poprad;Prešovský kraj
Mlynky;Spišská Nová Ves;Košický kraj
Mníchova Lehota;Tren?ín;Tren?iansky kraj
Mníšek nad Hnilcom;Gelnica;Košický kraj
Mníšek nad Popradom;Stará ?ubov?a;Prešovský kraj
Mo?a;Komárno;Nitriansky kraj
Mo?enok;Ša?a;Nitriansky kraj
Mo?iar;Banská Štiavnica;Banskobystrický kraj
Modra;Pezinok;Bratislavský kraj
Modra nad Cirochou;Humenné;Prešovský kraj
Modrany;Komárno;Nitriansky kraj
Modrová;Nové Mesto nad Váhom;Tren?iansky kraj
Modrovka;Nové Mesto nad Váhom;Tren?iansky kraj
Modrý Kame?;Ve?ký Krtíš;Banskobystrický kraj
Mojmírovce;Nitra;Nitriansky kraj
Mojš;Žilina;Žilinský kraj
Mojtín;Púchov;Tren?iansky kraj
Mojzesovo;Nové Zámky;Nitriansky kraj
Mokrá Lúka;Revúca;Banskobystrický kraj
Mokrance;Košice-okolie;Košický kraj
Mokroluh;Bardejov;Prešovský kraj
Mokrý Háj;Skalica;Trnavský kraj
Moldava nad Bodvou;Košice-okolie;Košický kraj
Moravany;Michalovce;Košický kraj
Moravany nad Váhom;Pieš?any;Trnavský kraj
Moravské Lieskové;Nové Mesto nad Váhom;Tren?iansky kraj
Moravský Svätý Ján;Senica;Trnavský kraj
Most pri Bratislave;Senec;Bratislavský kraj
Mostová;Galanta;Trnavský kraj
Moškovec;Tur?ianske Teplice;Žilinský kraj
Mošovce;Tur?ianske Teplice;Žilinský kraj
Moštenica;Banská Bystrica;Banskobystrický kraj
Mošurov;Prešov;Prešovský kraj
Motešice;Tren?ín;Tren?iansky kraj
Moty?ky;Banská Bystrica;Banskobystrický kraj
Môl?a;Banská Bystrica;Banskobystrický kraj
Mrázovce;Stropkov;Prešovský kraj
Mu?ín;Lu?enec;Banskobystrický kraj
Mudro?ovo;Komárno;Nitriansky kraj
Mudrovce;Košice-okolie;Košický kraj
Mu?a;Ve?ký Krtíš;Banskobystrický kraj
Murá?;Revúca;Banskobystrický kraj
Muránska Dlhá Lúka;Revúca;Banskobystrický kraj
Muránska Huta;Revúca;Banskobystrický kraj
Muránska Lehota;Revúca;Banskobystrický kraj
Muránska Zdychava;Revúca;Banskobystrický kraj
Mútne;Námestovo;Žilinský kraj
Mužla;Nové Zámky;Nitriansky kraj
Myjava;Myjava;Tren?iansky kraj
Myslina;Humenné;Prešovský kraj
Mýtna;Lu?enec;Banskobystrický kraj
Mýtne Ludany;Levice;Nitriansky kraj
Mýto pod ?umbierom;Brezno;Banskobystrický kraj
Nacina Ves;Michalovce;Košický kraj
Nadlice;Partizánske;Tren?iansky kraj
Nahá?;Trnava;Trnavský kraj
Nálepkovo;Gelnica;Košický kraj
Námestovo;Námestovo;Žilinský kraj
Nána;Nové Zámky;Nitriansky kraj
Nandraž;Revúca;Banskobystrický kraj
Necpaly;Martin;Žilinský kraj
Nedanovce;Partizánske;Tren?iansky kraj
Nedašovce;Bánovce nad Bebravou;Tren?iansky kraj
Neded;Ša?a;Nitriansky kraj
Nededza;Žilina;Žilinský kraj
Nedožery-Brezany;Prievidza;Tren?iansky kraj
Nechválova Polianka;Humenné;Prešovský kraj
Nemce;Banská Bystrica;Banskobystrický kraj
Nemcovce;Bardejov;Prešovský kraj
Nemcovce;Prešov;Prešovský kraj
Nem?ice;Topo??any;Nitriansky kraj
Nem?i?any;Zlaté Moravce;Nitriansky kraj
Nemecká;Brezno;Banskobystrický kraj
Neme?ky;Topo??any;Nitriansky kraj
Nemešany;Levo?a;Prešovský kraj
Nemšová;Tren?ín;Tren?iansky kraj
Nenince;Ve?ký Krtíš;Banskobystrický kraj
Neporadza;Tren?ín;Tren?iansky kraj
Neporadza;Rimavská Sobota;Banskobystrický kraj
Nesvady;Komárno;Nitriansky kraj
Nesluša;Kysucké Nové Mesto;Žilinský kraj
Neverice;Zlaté Moravce;Nitriansky kraj
Nevidzany;Prievidza;Tren?iansky kraj
Nevidzany;Zlaté Moravce;Nitriansky kraj
Nevo?né;Žiar nad Hronom;Banskobystrický kraj
Nezbudská Lú?ka;Žilina;Žilinský kraj
Nimnica;Púchov;Tren?iansky kraj
Nitra;Nitra;Nitriansky kraj
Nitra nad Ip?om;Lu?enec;Banskobystrický kraj
Nitrianska Blatnica;Topo??any;Nitriansky kraj
Nitrianska Streda;Topo??any;Nitriansky kraj
Nitrianske Hrn?iarovce;Nitra;Nitriansky kraj
Nitrianske Pravno;Prievidza;Tren?iansky kraj
Nitrianske Rudno;Prievidza;Tren?iansky kraj
Nitrianske Su?any;Prievidza;Tren?iansky kraj
Nitrica;Prievidza;Tren?iansky kraj
Nižná;Pieš?any;Trnavský kraj
Nižná;Tvrdošín;Žilinský kraj
Nižná Boca;Liptovský Mikuláš;Žilinský kraj
Nižná Hutka;Košice-okolie;Košický kraj
Nižná Jablonka;Humenné;Prešovský kraj
Nižná Jed?ová;Svidník;Prešovský kraj
Nižná Kamenica;Košice-okolie;Košický kraj
Nižná Myš?a;Košice-okolie;Košický kraj
Nižná Olšava;Stropkov;Prešovský kraj
Nižná Pisaná;Svidník;Prešovský kraj
Nižná Polianka;Bardejov;Prešovský kraj
Nižná Rybnica;Sobrance;Košický kraj
Nižná Sitnica;Humenné;Prešovský kraj
Nižná Slaná;Rož?ava;Košický kraj
Nižná Vo?a;Bardejov;Prešovský kraj
Nižné Ladi?kovce;Humenné;Prešovský kraj
Nižné Nemecké;Sobrance;Košický kraj
Nižné Repaše;Levo?a;Prešovský kraj
Nižné Ružbachy;Stará ?ubov?a;Prešovský kraj
Nižný ?aj;Košice-okolie;Košický kraj
Nižný Hrabovec;Vranov nad Top?ou;Prešovský kraj
Nižný Hrušov;Vranov nad Top?ou;Prešovský kraj
Nižný Klátov;Košice-okolie;Košický kraj
Nižný Komárnik;Svidník;Prešovský kraj
Nižný Kru?ov;Vranov nad Top?ou;Prešovský kraj
Nižný Lánec;Košice-okolie;Košický kraj
Nižný Mirošov;Svidník;Prešovský kraj
Nižný Orlík;Svidník;Prešovský kraj
Nižný Skálnik;Rimavská Sobota;Banskobystrický kraj
Nižný Slavkov;Sabinov;Prešovský kraj
Nižný Tvarožec;Bardejov;Prešovský kraj
Nižný Žipov;Trebišov;Košický kraj
Nol?ovo;Martin;Žilinský kraj
Norovce;Topo??any;Nitriansky kraj
Nová Ba?a;Žarnovica;Banskobystrický kraj
Nová Bašta;Rimavská Sobota;Banskobystrický kraj
Nová Bošáca;Nové Mesto nad Váhom;Tren?iansky kraj
Nová Bystrica;?adca;Žilinský kraj
Nová Dedina;Levice;Nitriansky kraj
Nová Dedinka;Senec;Bratislavský kraj
Nová Dubnica;Ilava;Tren?iansky kraj
Nová Kel?a;Vranov nad Top?ou;Prešovský kraj
Nová Lehota;Nové Mesto nad Váhom;Tren?iansky kraj
Nová Lesná;Poprad;Prešovský kraj
Nová ?ubov?a;Stará ?ubov?a;Prešovský kraj
Nová Polhora;Košice-okolie;Košický kraj
Nová Polianka;Svidník;Prešovský kraj
Nová Sedlica;Snina;Prešovský kraj
Nová Ves;Ve?ký Krtíš;Banskobystrický kraj
Nová Ves nad Váhom;Nové Mesto nad Váhom;Tren?iansky kraj
Nová Ves nad Žitavou;Nitra;Nitriansky kraj
Nová Vieska;Nové Zámky;Nitriansky kraj
Nová?any;Košice-okolie;Košický kraj
Nováky;Prievidza;Tren?iansky kraj
Nové Hony;Lu?enec;Banskobystrický kraj
Nové Mesto nad Váhom;Nové Mesto nad Váhom;Tren?iansky kraj
Nové Sady;Nitra;Nitriansky kraj
Nové Zámky;Nové Zámky;Nitriansky kraj
Novosad;Trebišov;Košický kraj
Novo?;Námestovo;Žilinský kraj
Nový Ruskov;Trebišov;Košický kraj
Nový Salaš;Košice-okolie;Košický kraj
Nový Svet;Senec;Bratislavský kraj
Nový Tekov;Levice;Nitriansky kraj
Nový Život;Dunajská Streda;Trnavský kraj
Nýrovce;Levice;Nitriansky kraj
?agov;Medzilaborce;Prešovský kraj
?árad;Dunajská Streda;Trnavský kraj
Obeckov;Ve?ký Krtíš;Banskobystrický kraj
Obid;Nové Zámky;Nitriansky kraj
Obišovce;Košice-okolie;Košický kraj
Oborín;Michalovce;Košický kraj
Obru?né;Stará ?ubov?a;Prešovský kraj
Obyce;Zlaté Moravce;Nitriansky kraj
O?kov;Nové Mesto nad Váhom;Tren?iansky kraj
O?ová;Zvolen;Banskobystrický kraj
Odorín;Spišská Nová Ves;Košický kraj
Ohrady;Dunajská Streda;Trnavský kraj
Ohradzany;Humenné;Prešovský kraj
Ochodnica;Kysucké Nové Mesto;Žilinský kraj
Ochtiná;Rož?ava;Košický kraj
Oko?;Dunajská Streda;Trnavský kraj
Okoli?ná na Ostrove;Komárno;Nitriansky kraj
Okrúhle;Svidník;Prešovský kraj
Okružná;Prešov;Prešovský kraj
Olcnava;Spišská Nová Ves;Košický kraj
Olejníkov;Sabinov;Prešovský kraj
Olešná;?adca;Žilinský kraj
Olováry;Ve?ký Krtíš;Banskobystrický kraj
Olšovany;Košice-okolie;Košický kraj
O?dza;Dunajská Streda;Trnavský kraj
O?ka;Medzilaborce;Prešovský kraj
O?šavce;Bardejov;Prešovský kraj
O?šavica;Levo?a;Prešovský kraj
O?šavka;Stropkov;Prešovský kraj
O?šavka;Spišská Nová Ves;Košický kraj
O?šinkov;Medzilaborce;Prešovský kraj
O?šov;Sabinov;Prešovský kraj
Omastiná;Bánovce nad Bebravou;Tren?iansky kraj
Omšenie;Tren?ín;Tren?iansky kraj
Ondavka;Bardejov;Prešovský kraj
Ondavské Matiašovce;Vranov nad Top?ou;Prešovský kraj
Ondrašovce;Prešov;Prešovský kraj
Ondrašová;Tur?ianske Teplice;Žilinský kraj
Ondrejovce;Levice;Nitriansky kraj
Opátka;Košice-okolie;Košický kraj
Opatovce;Tren?ín;Tren?iansky kraj
Opatovce nad Nitrou;Prievidza;Tren?iansky kraj
Opatovská Nová Ves;Ve?ký Krtíš;Banskobystrický kraj
Opava;Ve?ký Krtíš;Banskobystrický kraj
Opiná;Košice-okolie;Košický kraj
Opoj;Trnava;Trnavský kraj
Oponice;Topo??any;Nitriansky kraj
Oravce;Banská Bystrica;Banskobystrický kraj
Orávka;Rimavská Sobota;Banskobystrický kraj
Oravská Jasenica;Námestovo;Žilinský kraj
Oravská Lesná;Námestovo;Žilinský kraj
Oravská Polhora;Námestovo;Žilinský kraj
Oravská Poruba;Dolný Kubín;Žilinský kraj
Oravský Biely Potok;Tvrdošín;Žilinský kraj
Oravský Podzámok;Dolný Kubín;Žilinský kraj
Ordzovany;Levo?a;Prešovský kraj
Orechová;Sobrance;Košický kraj
Orechová Potô?;Dunajská Streda;Trnavský kraj
Oravské Veselé;Námestovo;Žilinský kraj
Oreské;Skalica;Trnavský kraj
Oreské;Michalovce;Košický kraj
Orešany;Topo??any;Nitriansky kraj
Orlov;Stará ?ubov?a;Prešovský kraj
Orovnica;Žarnovica;Banskobystrický kraj
Ortu?ová;Bardejov;Prešovský kraj
Osádka;Dolný Kubín;Žilinský kraj
Osadné;Snina;Prešovský kraj
Osikov;Bardejov;Prešovský kraj
Oslany;Prievidza;Tren?iansky kraj
Osrblie;Brezno;Banskobystrický kraj
Ostrá Lúka;Zvolen;Banskobystrický kraj
Ostratice;Partizánske;Tren?iansky kraj
Ostrov;Pieš?any;Trnavský kraj
Ostrov;Sobrance;Košický kraj
Ostrovany;Sabinov;Prešovský kraj
Ostrý Grú?;Žarnovica;Banskobystrický kraj
Ostur?a;Kežmarok;Prešovský kraj
Osuské;Senica;Trnavský kraj
Oš?adnica;?adca;Žilinský kraj
Otrhánky;Bánovce nad Bebravou;Tren?iansky kraj
Otro?ok;Revúca;Banskobystrický kraj
Ov?iarsko;Žilina;Žilinský kraj
Ov?ie;Prešov;Prešovský kraj
Ozdín;Poltár;Banskobystrický kraj
Ož?any;Rimavská Sobota;Banskobystrický kraj
Pa?a;Rož?ava;Košický kraj
Padá?;Dunajská Streda;Trnavský kraj
Padarovce;Rimavská Sobota;Banskobystrický kraj
Pakostov;Humenné;Prešovský kraj
Palárikovo;Nové Zámky;Nitriansky kraj
Palín;Michalovce;Košický kraj
Palota;Medzilaborce;Prešovský kraj
Panické Dravce;Lu?enec;Banskobystrický kraj
Pa?a;Nitra;Nitriansky kraj
Pa?ovce;Košice-okolie;Košický kraj
Papín;Humenné;Prešovský kraj
Papradno;Považská Bystrica;Tren?iansky kraj
Parchovany;Trebišov;Košický kraj
Parihuzovce;Snina;Prešovský kraj
Párnica;Dolný Kubín;Žilinský kraj
Partizánska ?up?a;Liptovský Mikuláš;Žilinský kraj
Partizánske;Partizánske;Tren?iansky kraj
Pastovce;Levice;Nitriansky kraj
Pastuchov;Hlohovec;Trnavský kraj
Pašková;Rož?ava;Košický kraj
Paština Závada;Žilina;Žilinský kraj
Pata;Galanta;Trnavský kraj
Pataš;Dunajská Streda;Trnavský kraj
Patince;Komárno;Nitriansky kraj
Pav?ina Lehota;Liptovský Mikuláš;Žilinský kraj
Pavlice;Trnava;Trnavský kraj
Pavlová;Nové Zámky;Nitriansky kraj
Pavlova Ves;Liptovský Mikuláš;Žilinský kraj
Pavlovce;Rimavská Sobota;Banskobystrický kraj
Pavlovce;Vranov nad Top?ou;Prešovský kraj
Pavlovce nad Uhom;Michalovce;Košický kraj
Pav?any;Levo?a;Prešovský kraj
